#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
         595    -6.67513    -6.62112   0.0150352
         596    -6.67582    -6.62121   0.0150103
         597    -6.67614     -6.6213   0.0149854
         598    -6.67709    -6.62139   0.0149607
         599    -6.67865    -6.62149    0.014936
         600    -6.67921    -6.62159   0.0149114
         601    -6.68007    -6.62168   0.0148869
         602    -6.67993    -6.62178   0.0148625
         603    -6.67978    -6.62188   0.0148382
         604     -6.6796    -6.62197   0.0148139
         605     -6.6794    -6.62207   0.0147897
         606    -6.68048    -6.62216   0.0147656
         607    -6.68122    -6.62226   0.0147416
         608    -6.68227    -6.62236   0.0147177
         609    -6.68233    -6.62246   0.0146939
         610    -6.68303    -6.62256   0.0146701
         611     -6.6834    -6.62266   0.0146464
         612    -6.68376    -6.62276   0.0146229
         613    -6.68346    -6.62285   0.0145993
         614    -6.68413    -6.62295   0.0145759
         615    -6.68447    -6.62305   0.0145525
         616    -6.68546    -6.62316   0.0145293
         617    -6.68515    -6.62326   0.0145061
         618    -6.68582    -6.62336    0.014483
         619    -6.68616    -6.62346   0.0144599
         620    -6.68617    -6.62356   0.0144369
         621    -6.68684    -6.62366   0.0144141
         622    -6.68687    -6.62376   0.0143912
         623    -6.68755    -6.62387   0.0143685
         624    -6.68823    -6.62397   0.0143458
         625    -6.68828    -6.62407   0.0143233
         626     -6.6893    -6.62418   0.0143008
         627    -6.69002    -6.62428   0.0142783
         628    -6.68977    -6.62439    0.014256
         629    -6.69018    -6.62449   0.0142337
         630     -6.6906     -6.6246   0.0142115
         631    -6.69136     -6.6247   0.0141894
         632    -6.69181    -6.62481   0.0141673
         633    -6.69228    -6.62491   0.0141453
         634    -6.69373    -6.62502   0.0141234
         635    -6.69455    -6.62513   0.0141016
         636    -6.69474    -6.62524   0.0140799
         637    -6.69494    -6.62535   0.0140582
         638    -6.69549    -6.62546   0.0140366
         639    -6.69605    -6.62557   0.0140151
         640    -6.69663    -6.62568   0.0139936
         641     -6.6969    -6.62579   0.0139722
         642    -6.69719     -6.6259   0.0139509
         643    -6.69815    -6.62602   0.0139296
         644     -6.6988    -6.62613   0.0139085
         645     -6.6998    -6.62624   0.0138874
         646    -6.70081    -6.62636   0.0138664
         647    -6.70119    -6.62648   0.0138454
         648    -6.70224    -6.62659   0.0138245
         649    -6.70298    -6.62671   0.0138037
         650    -6.70374    -6.62683    0.013783
         651    -6.70387    -6.62695   0.0137623
         652    -6.70466    -6.62707   0.0137418
         653    -6.70547    -6.62719   0.0137212
         654    -6.70726    -6.62731   0.0137008
         655    -6.70842    -6.62743   0.0136804
         656    -6.70927    -6.62756   0.0136602
         657     -6.7098    -6.62768   0.0136399
         658    -6.71035    -6.62781   0.0136198
         659    -6.71253    -6.62794   0.0135997
         660    -6.71278    -6.62806   0.0135797
         661    -6.71368    -6.62819   0.0135598
         662    -6.71427    -6.62832   0.0135399
